Voltage,Current
636.9935,4.80E-06
637.4956,4.81E-06
637.996,4.81E-06
638.4977,4.82E-06
638.9968,4.83E-06
639.4985,4.84E-06
639.9996,4.85E-06
640.4999,4.85E-06
640.9838,4.86E-06
641.4854,4.87E-06
641.9869,4.88E-06
642.4882,4.88E-06
642.984,4.89E-06
643.4864,4.90E-06
643.988,4.91E-06
644.4897,4.92E-06
644.9905,4.92E-06
645.5471,4.93E-06
646.0302,4.94E-06
646.5319,4.95E-06
647.0331,4.96E-06
647.5356,4.97E-06
648.0355,4.98E-06
648.5351,4.98E-06
649.0364,4.99E-06
649.5376,5.00E-06
650.0386,5.01E-06
546.4833,1.04E-05
550.5289,3.65E-06
551.0289,3.66E-06
551.5306,3.66E-06
552.0333,3.66E-06
552.5344,3.67E-06
553.0343,3.68E-06
553.5364,3.68E-06
554.0371,3.69E-06
554.5393,3.69E-06
555.0771,3.70E-06
555.5778,3.70E-06
556.0782,3.71E-06
556.5808,3.71E-06
557.0838,3.72E-06
557.5826,3.73E-06
558.0842,3.73E-06
558.5864,3.74E-06
559.0881,3.74E-06
559.5901,3.75E-06
560.0921,3.76E-06
560.5936,3.76E-06
561.0945,3.77E-06
561.5945,3.77E-06
562.0956,3.78E-06
562.5776,3.78E-06
563.0791,3.79E-06
563.5821,3.80E-06
564.0844,3.80E-06
564.584,3.81E-06
565.1404,3.81E-06
565.6431,3.82E-06
566.1442,3.83E-06
566.6481,3.83E-06
567.1432,3.84E-06
567.6263,3.84E-06
568.1276,3.85E-06
568.6288,3.86E-06
569.131,3.86E-06
569.6313,3.87E-06
570.133,3.87E-06
570.6343,3.88E-06
571.1366,3.89E-06
571.6389,3.89E-06
572.1393,3.90E-06
572.6397,3.90E-06
573.1401,3.91E-06
573.6417,3.92E-06
574.1432,3.92E-06
574.6459,3.93E-06
575.1856,3.93E-06
575.6858,3.94E-06
576.1878,3.95E-06
576.687,3.95E-06
577.1902,3.96E-06
577.6909,3.96E-06
578.1923,3.97E-06
578.6937,3.98E-06
579.1951,3.98E-06
579.6948,3.99E-06
580.1787,3.99E-06
580.6808,4.00E-06
581.1826,4.01E-06
581.684,4.01E-06
582.1848,4.02E-06
582.6857,4.03E-06
583.1858,4.03E-06
583.6909,4.04E-06
584.1892,4.04E-06
584.6917,4.05E-06
585.23,4.06E-06
585.7299,4.06E-06
586.2337,4.07E-06
586.7357,4.08E-06
587.2368,4.08E-06
587.739,4.09E-06
588.2381,4.09E-06
588.7397,4.10E-06
589.243,4.11E-06
589.7443,4.11E-06
590.2451,4.12E-06
590.7466,4.13E-06
591.2458,4.13E-06
591.7485,4.14E-06
592.2506,4.14E-06
592.7327,4.15E-06
593.2347,4.16E-06
593.7358,4.16E-06
594.2372,4.17E-06
594.7379,4.18E-06
595.2929,4.18E-06
595.7966,4.19E-06
596.2972,4.20E-06
596.7996,4.20E-06
597.2991,4.21E-06
597.7833,4.21E-06
598.2856,4.22E-06
598.7869,4.23E-06
599.2896,4.23E-06
599.79,4.24E-06
600.2896,4.25E-06
600.7913,4.25E-06
601.293,4.26E-06
601.7949,4.27E-06
602.2969,4.27E-06
602.7986,4.28E-06
603.2982,4.29E-06
603.7992,4.29E-06
604.3016,4.30E-06
604.8024,4.31E-06
605.3403,4.31E-06
605.8446,4.32E-06
606.3434,4.33E-06
606.8469,4.33E-06
607.3456,4.34E-06
607.8483,4.35E-06
608.3492,4.35E-06
608.8495,4.36E-06
609.3525,4.37E-06
609.8525,4.37E-06
610.3356,4.38E-06
610.8365,4.39E-06
611.3387,4.39E-06
611.8389,4.40E-06
612.3387,4.41E-06
612.8411,4.41E-06
613.3423,4.42E-06
613.8418,4.43E-06
614.3466,4.43E-06
614.8477,4.44E-06
615.4028,4.45E-06
615.8852,4.45E-06
616.3864,4.46E-06
616.8894,4.47E-06
617.3917,4.47E-06
617.8898,4.48E-06
618.3926,4.49E-06
618.8929,4.49E-06
619.3947,4.50E-06
619.896,4.51E-06
620.3967,4.51E-06
620.8978,4.52E-06
621.3973,4.53E-06
621.9005,4.54E-06
622.4013,4.54E-06
622.9042,4.55E-06
623.3853,4.56E-06
623.8853,4.56E-06
624.3893,4.57E-06
624.8901,4.58E-06
625.4459,4.58E-06
625.9467,4.59E-06
626.4521,4.60E-06
626.9512,4.61E-06
627.4527,4.61E-06
627.9529,4.62E-06
628.4352,4.63E-06
628.9359,4.63E-06
629.4374,4.64E-06
629.9396,4.65E-06
630.4397,4.66E-06
630.9398,4.66E-06
631.4429,4.67E-06
631.9462,4.68E-06
632.4454,4.69E-06
632.9456,4.69E-06
633.4466,4.70E-06
633.9478,4.71E-06
634.4506,4.72E-06
634.9523,4.72E-06
635.4908,4.73E-06
635.9922,4.74E-06
636.4929,4.75E-06
636.9957,4.75E-06
637.4966,4.76E-06
637.9958,4.77E-06
638.4971,4.78E-06
638.9991,4.78E-06
639.4973,4.79E-06
640.0005,4.80E-06
640.5021,4.81E-06
640.9844,4.81E-06
641.4839,4.82E-06
641.987,4.83E-06
642.4866,4.84E-06
642.983,4.85E-06
643.4866,4.85E-06
643.9882,4.86E-06
644.4899,4.87E-06
644.9904,4.88E-06
645.5463,4.89E-06
646.0303,4.90E-06
646.5316,4.90E-06
647.0328,4.91E-06
647.5334,4.92E-06
648.0347,4.93E-06
648.5372,4.94E-06
649.0375,4.95E-06
649.5403,4.96E-06
650.0383,4.97E-06
546.1083,1.04E-05
550.5282,3.79E-06
551.0293,3.80E-06
551.5315,3.80E-06
552.0326,3.81E-06
552.5343,3.81E-06
553.0338,3.82E-06
553.5363,3.82E-06
554.0372,3.83E-06
554.5384,3.83E-06
555.0772,3.84E-06
555.5782,3.85E-06
556.0806,3.85E-06
556.5797,3.86E-06
557.0831,3.86E-06
557.584,3.87E-06
558.0847,3.88E-06
558.586,3.88E-06
559.0867,3.89E-06
559.5893,3.89E-06
560.0916,3.90E-06
560.5919,3.90E-06
561.0948,3.91E-06
561.5975,3.92E-06
562.0961,3.92E-06
562.5784,3.93E-06
563.0812,3.93E-06
563.5823,3.94E-06
564.0838,3.95E-06
564.5869,3.95E-06
565.1412,3.96E-06
565.6429,3.97E-06
566.1445,3.97E-06
566.6455,3.98E-06
567.144,3.98E-06
567.6255,3.99E-06
568.127,4.00E-06
568.6287,4.00E-06
569.1292,4.01E-06
569.6315,4.01E-06
570.1339,4.02E-06
570.6355,4.03E-06
571.137,4.03E-06
571.6387,4.04E-06
572.139,4.04E-06
572.6403,4.05E-06
573.1431,4.06E-06
573.644,4.06E-06
574.1443,4.07E-06
574.6448,4.08E-06
575.1854,4.08E-06
575.6849,4.09E-06
576.1879,4.10E-06
576.6877,4.10E-06
577.1907,4.11E-06
577.6906,4.11E-06
578.1919,4.12E-06
578.6942,4.13E-06
579.1956,4.13E-06
579.6964,4.14E-06
580.1812,4.14E-06
580.6814,4.15E-06
581.1826,4.16E-06
581.6817,4.16E-06
582.1841,4.17E-06
582.6867,4.18E-06
583.1874,4.18E-06
583.6882,4.19E-06
584.19,4.20E-06
584.6912,4.20E-06
585.2291,4.21E-06
585.7307,4.22E-06
586.2338,4.22E-06
586.7346,4.23E-06
587.2372,4.23E-06
587.739,4.24E-06
588.24,4.25E-06
588.7417,4.25E-06
589.2423,4.26E-06
589.7446,4.27E-06
590.2454,4.27E-06
590.7461,4.28E-06
591.2482,4.29E-06
591.7488,4.29E-06
592.2509,4.30E-06
592.733,4.31E-06
593.2354,4.31E-06
593.7357,4.32E-06
594.2387,4.33E-06
594.7397,4.33E-06
595.2949,4.34E-06
595.799,4.35E-06
596.2986,4.35E-06
596.7996,4.36E-06
597.3017,4.37E-06
597.7838,4.37E-06
598.2859,4.38E-06
598.7872,4.39E-06
599.2873,4.39E-06
599.7893,4.40E-06
600.2891,4.41E-06
600.7921,4.41E-06
601.2921,4.42E-06
601.7952,4.43E-06
602.297,4.43E-06
602.7958,4.44E-06
603.2977,4.45E-06
603.8021,4.45E-06
604.3017,4.46E-06
604.8019,4.47E-06
605.3417,4.47E-06
605.8437,4.48E-06
606.3443,4.49E-06
606.8437,4.49E-06
607.3482,4.50E-06
607.8489,4.51E-06
608.3491,4.51E-06
608.8504,4.52E-06
609.351,4.53E-06
609.8533,4.53E-06
610.3339,4.54E-06
610.837,4.55E-06
611.3357,4.55E-06
611.8382,4.56E-06
612.3412,4.57E-06
612.8423,4.58E-06
613.343,4.58E-06
613.846,4.59E-06
614.346,4.60E-06
614.8478,4.60E-06
615.4047,4.61E-06
615.8865,4.62E-06
616.3881,4.62E-06
616.8888,4.63E-06
617.3911,4.64E-06
617.8918,4.65E-06
618.3933,4.65E-06
618.8932,4.66E-06
619.3949,4.67E-06
619.897,4.67E-06
620.3968,4.68E-06
620.8968,4.69E-06
621.3989,4.70E-06
621.9016,4.70E-06
622.4012,4.71E-06
622.9044,4.72E-06
623.387,4.72E-06
623.8871,4.73E-06
624.3903,4.74E-06
624.8892,4.75E-06
625.4463,4.75E-06
625.9492,4.76E-06
626.451,4.77E-06
626.951,4.77E-06
627.4527,4.78E-06
627.9519,4.79E-06
628.4371,4.80E-06
628.9374,4.80E-06
629.4387,4.81E-06
629.9408,4.82E-06
630.4406,4.83E-06
630.94,4.83E-06
631.4449,4.84E-06
631.9448,4.85E-06
632.4454,4.86E-06
632.9476,4.86E-06
633.4468,4.87E-06
633.948,4.88E-06
634.4504,4.89E-06
634.9525,4.89E-06
635.4911,4.90E-06
635.994,4.91E-06
636.494,4.92E-06
636.9953,4.93E-06
637.4947,4.93E-06
637.9976,4.94E-06
638.4954,4.95E-06
638.9983,4.96E-06
639.5003,4.96E-06
640.0018,4.97E-06
640.5017,4.98E-06
640.9872,4.99E-06
641.4866,5.00E-06
641.9863,5.00E-06
642.4874,5.01E-06
642.9854,5.02E-06
643.4864,5.03E-06
643.9886,5.04E-06
644.4911,5.05E-06
644.9912,5.05E-06
645.5489,5.06E-06
646.0323,5.07E-06
646.5305,5.08E-06
647.0339,5.09E-06
647.5353,5.10E-06
648.0351,5.11E-06
648.5361,5.11E-06
649.0379,5.12E-06
649.5386,5.13E-06
650.0408,5.14E-06
545.832,1.04E-05
550.5282,3.86E-06
551.0308,3.86E-06
551.5306,3.87E-06
552.033,3.87E-06
552.5348,3.88E-06
553.0349,3.88E-06
553.5362,3.89E-06
554.0373,3.89E-06
554.5375,3.90E-06
555.0761,3.91E-06
555.5786,3.91E-06
556.0804,3.92E-06
556.5805,3.92E-06
557.0832,3.93E-06
557.5829,3.93E-06
558.0851,3.94E-06
558.5886,3.95E-06
559.0853,3.95E-06
559.5911,3.96E-06
560.0922,3.96E-06
560.5927,3.97E-06
561.0925,3.98E-06
561.5941,3.98E-06
562.0961,3.99E-06
562.5797,4.00E-06
563.08,4.00E-06
563.5811,4.01E-06
564.0833,4.01E-06
564.5842,4.02E-06
565.1407,4.03E-06
565.6436,4.03E-06
566.1442,4.04E-06
566.6449,4.04E-06
567.1435,4.05E-06
567.6262,4.06E-06
568.1269,4.06E-06
568.629,4.07E-06
569.1298,4.08E-06
569.6322,4.08E-06
570.133,4.09E-06
570.6353,4.09E-06
571.1368,4.10E-06
571.6378,4.11E-06
572.1397,4.11E-06
572.6408,4.12E-06
573.139,4.12E-06
573.6409,4.13E-06
574.1448,4.14E-06
574.6452,4.14E-06
575.1851,4.15E-06
575.686,4.16E-06
576.1857,4.16E-06
576.686,4.17E-06
577.189,4.18E-06
577.6914,4.18E-06
578.1909,4.19E-06
578.6934,4.19E-06
579.1956,4.20E-06
579.6965,4.21E-06
580.1783,4.21E-06
580.6791,4.22E-06
581.1819,4.23E-06
581.6807,4.23E-06
582.1827,4.24E-06
582.6857,4.25E-06
583.1857,4.25E-06
583.6892,4.26E-06
584.1913,4.26E-06
584.6915,4.27E-06
585.2276,4.28E-06
585.7317,4.28E-06
586.2325,4.29E-06
586.7348,4.30E-06
587.2365,4.30E-06
587.7385,4.31E-06
588.2383,4.32E-06
588.7405,4.32E-06
589.2424,4.33E-06
589.7432,4.34E-06
590.2441,4.34E-06
590.7449,4.35E-06
591.2463,4.36E-06
591.7482,4.36E-06
592.2514,4.37E-06
592.7322,4.38E-06
593.2327,4.38E-06
593.7354,4.39E-06
594.2369,4.40E-06
594.7381,4.40E-06
595.2935,4.41E-06
595.7964,4.42E-06
596.2981,4.42E-06
596.7996,4.43E-06
597.3001,4.44E-06
597.782,4.44E-06
598.2841,4.45E-06
598.7877,4.46E-06
599.2881,4.46E-06
599.7881,4.47E-06
600.2904,4.48E-06
600.7916,4.48E-06
601.2909,4.49E-06
601.7928,4.50E-06
602.2962,4.50E-06
602.7954,4.51E-06
603.298,4.52E-06
603.8008,4.52E-06
604.3022,4.53E-06
604.8021,4.54E-06
605.3397,4.54E-06
605.8431,4.55E-06
606.3422,4.56E-06
606.8461,4.57E-06
607.3467,4.57E-06
607.8483,4.58E-06
608.3492,4.59E-06
608.851,4.59E-06
609.3522,4.60E-06
609.8517,4.61E-06
610.3347,4.61E-06
610.8372,4.62E-06
611.338,4.63E-06
611.8376,4.63E-06
612.3406,4.64E-06
612.84,4.65E-06
613.3441,4.66E-06
613.8442,4.66E-06
614.3442,4.67E-06
614.8456,4.68E-06
615.403,4.68E-06
615.8867,4.69E-06
616.3862,4.70E-06
616.8884,4.71E-06
617.3909,4.71E-06
617.8906,4.72E-06
618.3941,4.73E-06
618.8942,4.73E-06
619.3939,4.74E-06
619.8956,4.75E-06
620.3962,4.76E-06
620.8979,4.76E-06
621.3988,4.77E-06
621.9,4.78E-06
622.4011,4.78E-06
622.9033,4.79E-06
623.3856,4.80E-06
623.8868,4.81E-06
624.388,4.81E-06
624.8913,4.82E-06
625.4455,4.83E-06
625.9478,4.84E-06
626.451,4.84E-06
626.9525,4.85E-06
627.4519,4.86E-06
627.9543,4.87E-06
628.4366,4.87E-06
628.9366,4.88E-06
629.4383,4.89E-06
629.9408,4.90E-06
630.4418,4.90E-06
630.9412,4.91E-06
631.4442,4.92E-06
631.9442,4.93E-06
632.4446,4.93E-06
632.9464,4.94E-06
633.4491,4.95E-06
633.9487,4.96E-06
634.4504,4.96E-06
634.9511,4.97E-06
635.4888,4.98E-06
635.9899,4.99E-06
636.4958,5.00E-06
636.9938,5.00E-06
637.4963,5.01E-06
637.9958,5.02E-06
638.4953,5.03E-06
638.9976,5.04E-06
639.4995,5.04E-06
640,5.05E-06
640.5024,5.06E-06
640.9837,5.07E-06
641.4847,5.08E-06
641.9868,5.08E-06
642.4884,5.09E-06
642.9863,5.10E-06
643.4868,5.11E-06
643.9893,5.12E-06
644.4894,5.13E-06
644.9904,5.13E-06
645.5475,5.14E-06
646.0319,5.15E-06
646.5308,5.16E-06
647.0332,5.17E-06
647.5336,5.18E-06
648.0353,5.19E-06
648.5372,5.20E-06
649.0375,5.20E-06
649.5386,5.21E-06
650.0415,5.22E-06
