time_minutes,Applied_Voltage,Leakage_Current_microampere
101880,16.06282,0.04641344
101910,19.07124,0.054228
101940,22.05974,0.06272526
101970,25.1209,0.07138306
102000,28.11295,0.07939161
102030,31.11876,0.08753804
102060,34.10784,0.0956386
102090,37.11048,0.1038585
102120,40.1562,0.11385540000000001
102150,43.16347,0.12481380000000002
102180,46.15283,0.1359884
102210,49.15826,0.14739560000000002
102240,52.16698,0.1588892
102270,55.21314,0.170795
102300,58.21897,0.1777822
102330,61.20714,0.19397119999999998
102360,64.21354,0.2064751
102390,67.20379,0.2186262
102420,70.26599,0.23132129999999998
102450,73.25542,0.24359799999999998
102480,76.2642,0.2561455
102510,79.25333,0.2687364
102540,82.2603,0.2814569
102570,85.30717,0.2944731
102600,88.31448,0.30757019999999996
102630,91.30342,0.3206834
102660,94.31345,0.33373590000000003
102690,97.32155,0.34714449999999997
102720,100.3668,0.36061580000000004
102750,103.3743,0.37389999999999995
102780,106.3626,0.3877061
102810,109.3715,0.4011812
102840,112.3576,0.4145063
102870,115.4209,0.42915990000000004
102900,118.4122,0.44316639999999996
102930,121.4185,0.4576746
102960,124.4092,0.4720959
102990,127.417,0.4872625
103020,130.4625,0.502598
103050,133.4701,0.5172869999999999
103080,136.459,0.5328297
103110,139.467,0.5484116
103140,142.4759,0.5638785
103170,145.5201,0.5806269
103200,148.5289,0.5958591
103230,151.5196,0.6126158
103260,154.5265,0.6297611
103290,157.516,0.6451518
103320,160.5794,0.6656508
103350,163.5669,0.6817806
103380,166.5748,0.6993592000000001
103410,169.5657,0.7199639999999999
103440,172.5722,0.7370252
103470,175.6172,0.7562173999999999
103500,178.6233,0.7776677999999999
103530,181.6121,0.7938111
103560,184.6201,0.8138894999999999
103590,187.6253,0.8344507
103620,190.6704,0.852394
103650,193.6775,0.8725727
103680,196.6655,0.8921243
103710,199.6752,0.9104912
103740,202.6619,0.9320002000000001
103770,205.7266,0.9534819999999999
103800,208.7173,0.971574
103830,211.7227,0.9941606999999999
103860,214.7119,1.011877
103890,217.7199,1.0316020000000001
103920,220.7779,1.049985
103950,223.6278,1.049997
103980,226.7523,1.040737
104010,229.7605,1.060665
104040,232.7693,1.079814
104070,235.8135,1.099359
104100,238.821,1.118615
104130,241.8115,1.13798
104160,244.82,1.157546
104190,247.8105,1.177254
104220,250.8746,1.197485
104250,253.8638,1.217403
104280,256.8713,1.237569
104310,259.8604,1.2576289999999999
104340,262.8652,1.2779850000000001
104370,265.9116,1.298787
104400,268.9182,1.3195700000000001
104430,271.9268,1.340383
104460,274.9168,1.3611330000000001
104490,277.9238,1.382145
104520,280.9691,1.403616
104550,283.977,1.425025
104580,286.9669,1.4463860000000002
104610,289.9764,1.468059
104640,292.9644,1.4895619999999998
104670,296.0282,1.511884
104700,299.0177,1.533606
104730,302.0267,1.5558560000000001
104760,305.0159,1.5779880000000002
104790,308.0798,1.600812
104820,311.0677,1.6230909999999998
104850,314.0755,1.645709
104880,317.0819,1.668404
104910,320.0717,1.691187
104940,323.118,1.714563
104970,326.1247,1.737683
105000,329.1329,1.761012
105030,332.121,1.784133
105060,335.1267,1.8077089999999998
105090,338.1725,1.831758
105120,341.178,1.855623
105150,344.1657,1.8793900000000001
105180,347.174,1.9035840000000002
105210,350.1632,1.927676
105240,353.2248,1.952475
105270,356.2139,1.976958
105300,359.2235,2.0017139999999998
105330,362.2319,2.026664
105360,365.2197,2.051477
105390,368.264,2.076976
105420,371.2722,2.1021780000000003
105450,374.2784,2.127761
105480,377.2675,2.153296
105510,380.2764,2.179139
105540,383.3207,2.205372
105570,386.3283,2.231416
105600,389.3189,2.2574959999999997
105630,392.3264,2.284039
105660,395.3161,2.310572
105690,398.3818,2.337859
105720,401.3705,2.364572
105750,404.3794,2.391698
105780,407.3848,2.418988
105810,410.3746,2.4462770000000003
105840,413.4195,2.474299
105870,416.4249,2.5021
105900,419.4317,2.530016
105930,422.4221,2.557858
105960,425.4305,2.5862689999999997
105990,428.4749,2.615206
106020,431.4843,2.64383
106050,434.4734,2.672838
106080,437.4836,2.701918
106110,440.4711,2.730489
106140,443.5341,2.7598670000000003
106170,446.5253,2.789733
106200,449.5316,2.8196079999999997
106230,452.5387,2.8495220000000003
106260,455.5299,2.879445
106290,458.5721,2.910141
106320,461.5814,2.940677
106350,464.587,2.971365
106380,467.5766,3.002049
106410,470.5859,3.033143
106440,473.6292,3.064783
106470,476.6374,3.096172
106500,479.6273,3.1277429999999997
106530,482.6342,3.159669
106560,485.6425,3.191733
106590,488.6867,3.224349
106620,491.6729,3.25653
106650,494.6797,3.2892639999999997
106680,497.6881,3.322152
106710,500.6767,3.355092
106740,503.7217,3.388839
106770,506.7283,3.422345
106800,509.7339,3.4560049999999998
106830,512.7268,3.489839
106860,515.7335,3.5240449999999996
106890,518.7773,3.558952
106920,521.785,3.593505
106950,524.7745,3.628187
106980,527.7812,3.663238
107010,530.7889,3.6986399999999997
107040,533.8348,3.734608
107070,536.8255,3.7701710000000004
107100,539.8333,3.8062329999999998
107130,542.8406,3.8424300000000002
107160,545.8304,3.8787230000000004
107190,548.8775,3.9160850000000003
107220,551.8862,3.953197
107250,554.8941,3.9904589999999995
107280,557.8821,4.027674
107310,560.8928,4.065603
107340,563.9351,4.104188
107370,566.9412,4.142631
107400,569.9302,4.181059
107430,572.9393,4.220085
107460,575.9449,4.259278
107490,578.9943,4.299366
107520,581.9823,4.339041
107550,584.9889,4.379291
107580,587.9995,4.419938999999999
107610,590.9874,4.460531
107640,594.0354,4.502362
107670,597.0422,4.544082
107700,600.0508,4.586193000000001
107730,4.014134,0.01636147
107760,7.021126,0.01944022
107790,10.06633,0.0280282
107820,13.05407,0.036005209999999996
107850,16.06322,0.04352708
107880,19.07052,0.051461570000000005
107910,22.06009,0.05942352
107940,25.12227,0.06744325
107970,28.11242,0.07524095
108000,31.11838,0.08301992999999999
108030,34.10751,0.09073782
108060,37.11238,0.09873336999999999
108090,40.15577,0.1088169
108120,43.16315,0.1193202
108150,46.15201,0.1297062
108180,49.15947,0.1408097
108210,52.1684,0.1519018
108240,55.21374,0.163092
108270,58.2182,0.1692568
108300,61.20783,0.1859717
108330,64.21501,0.1974351
108360,67.20397,0.2089723
108390,70.26566,0.21977850000000002
108420,73.25541,0.232711
108450,76.26415,0.24446289999999998
108480,79.25269,0.25684260000000003
108510,82.26171,0.2691838
108540,85.30608,0.2819291
108570,88.31392,0.2938348
108600,91.30312,0.30578690000000003
108630,94.31435,0.3190789
108660,97.3212,0.33188599999999996
108690,100.3666,0.3444115
108720,103.3741,0.3578694
108750,106.3638,0.3705642
108780,109.3717,0.3832931
108810,112.3571,0.3967554
108840,115.4213,0.409557
108870,118.4121,0.42280619999999997
108900,121.4184,0.4361916
108930,124.41,0.4509058
108960,127.4164,0.46526399999999996
108990,130.4637,0.4798624
109020,133.472,0.4949954
109050,136.4603,0.5092587000000001
109080,139.4676,0.5237868
109110,142.4765,0.5390999999999999
109140,145.5205,0.5540005
109170,148.5288,0.5695437
109200,151.5192,0.5849085
109230,154.5264,0.5999281000000001
109260,157.5157,0.616576
109290,160.5784,0.6341559999999999
109320,163.5677,0.6491287
109350,166.5757,0.6691257
109380,169.5649,0.6843887000000001
109410,172.5717,0.702095
109440,175.6185,0.7237379
109470,178.6251,0.7389102
109500,181.6135,0.75744
109530,184.6214,0.7770816
109560,187.625,0.7935467
109590,190.6698,0.8149938
109620,193.6765,0.8329002
109650,196.6653,0.8501989
109680,199.6742,0.8719020000000001
109710,202.6614,0.8899087
109740,205.7254,0.9110307
109770,208.7167,0.9314829
109800,211.7231,0.948947
109830,214.7126,0.9686587999999999
109860,217.7197,0.9899816
109890,220.7629,1.007915
109920,223.7714,1.027448
109950,226.7593,1.049368
109980,229.7223,1.0499939999999999
110010,231.8265,1.050006
110040,235.8144,1.054224
110070,238.8227,1.0739480000000001
110100,241.8125,1.092713
110130,244.8207,1.111698
110160,247.8099,1.130585
110190,250.8729,1.150228
110220,253.8628,1.1695250000000001
110250,256.8723,1.1889669999999999
110280,259.8613,1.208437
110310,262.8646,1.228188
110340,265.9112,1.248256
110370,268.9191,1.268343
110400,271.926,1.288453
110430,274.9166,1.3086339999999999
110460,277.9237,1.328999
110490,280.9688,1.34975
110520,283.9777,1.37042
110550,286.9668,1.3912689999999999
110580,289.9761,1.412187
110610,292.9644,1.4331319999999999
110640,296.0283,1.454651
110670,299.0179,1.475797
110700,302.0267,1.497336
110730,305.017,1.518787
110760,308.0802,1.5410490000000001
110790,311.0685,1.562599
110820,314.0758,1.5845710000000002
110850,317.0826,1.606684
110880,320.0729,1.628894
110910,323.1194,1.6514810000000002
110940,326.1248,1.673858
110970,329.1325,1.6965279999999998
111000,332.1215,1.7191720000000001
111030,335.1277,1.742066
111060,338.1727,1.765413
111090,341.1768,1.7885900000000001
111120,344.166,1.811666
111150,347.1742,1.835062
111180,350.1625,1.8584939999999999
111210,353.226,1.882849
111240,356.2157,1.906603
111270,359.2231,1.9306409999999998
111300,362.2306,1.9547970000000001
111330,365.2208,1.978968
111360,368.2638,2.003818
111390,371.2731,2.028496
111420,374.2784,2.053277
111450,377.2679,2.077999
111480,380.2768,2.103135
111510,383.3216,2.128852
111540,386.3284,2.1542890000000003
111570,389.3206,2.17979
111600,392.3262,2.205491
111630,395.3157,2.231271
111660,398.3823,2.257854
111690,401.3701,2.283897
111720,404.3786,2.3103990000000003
111750,407.386,2.337068
111780,410.3757,2.363617
111810,413.4208,2.3907599999999998
111840,416.4245,2.417873
111870,419.4335,2.445293
111900,422.4231,2.472577
111930,425.4316,2.500092
111960,428.4754,2.528289
111990,431.4839,2.556216
112020,434.4744,2.584219
112050,437.4823,2.612546
112080,440.4717,2.6408869999999998
112110,443.5347,2.6701379999999997
112140,446.5247,2.6987780000000003
112170,449.5312,2.7278930000000003
112200,452.5394,2.757338
112230,455.5303,2.7866519999999997
112260,458.5731,2.816506
112290,461.5823,2.846238
112320,464.5891,2.8762600000000003
112350,467.5783,2.906179
112380,470.5852,2.936711
112410,473.6307,2.9678560000000003
112440,476.6378,2.998843
112470,479.629,3.029344
112500,482.6349,3.0604139999999997
112530,485.6429,3.091842
112560,488.6873,3.123765
112590,491.6733,3.155217
112620,494.6802,3.1876729999999998
112650,497.6866,3.219973
112680,500.6763,3.2520029999999998
112710,503.7202,3.284839
112740,506.728,3.3176799999999997
112770,509.7347,3.350898
112800,512.7255,3.384029
112830,515.7315,3.4174539999999998
112860,518.7773,3.451614
112890,521.7837,3.485346
112920,524.7734,3.519514
112950,527.7812,3.554243
112980,530.7899,3.589067
113010,533.834,3.624311
113040,536.8237,3.6589050000000003
113070,539.8323,3.69453
113100,542.8419,3.730413
113130,545.831,3.7662060000000004
113160,548.8765,3.8049549999999996
113190,551.8849,3.8391710000000003
113220,554.8925,3.875779
113250,557.8817,3.912535
113280,560.891,3.9499720000000003
113310,563.9349,3.987836
113340,566.9404,4.025925
113370,569.9312,4.064516
113400,572.9376,4.103048
113430,575.9457,4.141738999999999
113460,578.9921,4.1805
113490,581.9814,4.220098
113520,584.9898,4.260595
113550,587.9993,4.3007290000000005
113580,590.9899,4.3409439999999995
113610,594.0338,4.3826789999999995
113640,597.0428,4.424245
113670,600.0509,4.466114999999999
