time_minutes,Applied_Voltage,Leakage_Current_microampere
72300,43.16391,0.1170225
72330,46.153,0.128225
72360,49.16068,0.1402362
72390,52.16856,0.1524361
72420,55.21344,0.1647556
72450,58.21902,0.1723884
72480,61.20842,0.18934020000000001
72510,64.21497,0.20252879999999998
72540,67.20382,0.2153907
72570,70.26573,0.2287128
72600,73.2551,0.24160009999999998
72630,76.26326,0.2547942
72660,79.25284,0.2682756
72690,82.2616,0.28195000000000003
72720,85.30702,0.2956466
72750,88.31416,0.3096247
72780,91.30453,0.32356589999999996
72810,94.31422,0.337451
72840,97.32166,0.35174279999999997
72870,100.3669,0.36591270000000004
72900,103.3749,0.3802556
72930,106.364,0.3950221
72960,109.3718,0.4090992
72990,112.3577,0.4239212
73020,115.4219,0.4393263
73050,118.4119,0.45465639999999996
73080,121.4199,0.4700615
73110,124.4101,0.48543920000000007
73140,127.4155,0.5016510000000001
73170,130.4636,0.5176725999999999
73200,133.4719,0.5340926
73230,136.46,0.5501718999999999
73260,139.4673,0.5666463
73290,142.477,0.5844271
73320,145.5206,0.6016170000000001
73350,148.5286,0.6186328
73380,151.5198,0.6377895
73410,154.5273,0.654448
73440,157.5159,0.6726251999999999
73470,160.5797,0.6954463
73500,163.568,0.7109234999999999
73530,166.5754,0.7325474
73560,169.5657,0.7517216999999999
73590,172.5731,0.7707308
73620,175.6181,0.7943009000000001
73650,178.6258,0.8123856
73680,181.6146,0.8321051
73710,184.6217,0.8552214
73740,187.6255,0.8738827
73770,190.6705,0.8961231000000001
73800,193.6785,0.9176665
73830,196.6655,0.9355928
73860,199.6736,0.958241
73890,202.6622,0.9794225
73920,205.7264,1.00048
73950,208.7164,1.0215530000000002
73980,211.7233,1.042756
74010,214.7031,1.0499910000000001
74040,216.9267,1.050004
74070,220.7558,1.054079
74100,223.7634,1.075002
74130,226.7528,1.095129
74160,229.7607,1.1155050000000002
74190,232.7698,1.135949
74220,235.8141,1.1567910000000001
74250,238.8221,1.177479
74280,241.8118,1.1982
74310,244.8207,1.219205
74340,247.8105,1.2402950000000001
74370,250.8747,1.26213
74400,253.8638,1.2833320000000001
74430,256.8726,1.30485
74460,259.8604,1.32642
74490,262.8651,1.3483450000000001
74520,265.911,1.3706099999999999
74550,268.9187,1.3927349999999998
74580,271.9279,1.41503
74610,274.9182,1.43736
74640,277.9243,1.459832
74670,280.9703,1.482921
74700,283.9784,1.505838
74730,286.9676,1.528707
74760,289.9764,1.5517539999999999
74790,292.9644,1.574874
74820,296.028,1.598711
74850,299.0178,1.622142
74880,302.0268,1.645886
74910,305.0173,1.669506
74940,308.079,1.693859
74970,311.0688,1.717707
75000,314.0758,1.741951
75030,317.0819,1.76638
75060,320.0729,1.7908300000000001
75090,323.1188,1.8157780000000001
75120,326.1253,1.840441
75150,329.1325,1.8654430000000002
75180,332.1226,1.8904539999999999
75210,335.1285,1.915661
75240,338.1742,1.941466
75270,341.1777,1.967022
75300,344.1659,1.992493
75330,347.1735,2.018276
75360,350.1631,2.044181
75390,353.2248,2.070927
75420,356.215,2.097154
75450,359.2236,2.123714
75480,362.2311,2.150381
75510,365.2202,2.176999
75540,368.2634,2.204368
75570,371.2715,2.231513
75600,374.2786,2.258936
75630,377.2682,2.286301
75660,380.2762,2.313841
75690,383.3198,2.342051
75720,386.3275,2.370159
75750,389.3183,2.39813
75780,392.3266,2.426456
75810,395.3164,2.454806
75840,398.3817,2.4840880000000003
75870,401.3705,2.512667
75900,404.3782,2.541798
75930,407.386,2.571106
75960,410.3756,2.600351
75990,413.4214,2.6302030000000003
76020,416.4247,2.659809
76050,419.433,2.6898519999999997
76080,422.4235,2.719976
76110,425.4315,2.750293
76140,428.4767,2.781251
76170,431.4853,2.811938
76200,434.4735,2.842476
76230,437.4818,2.873528
76260,440.4706,2.904681
76290,443.5342,2.9368279999999998
76320,446.5256,2.968181
76350,449.532,2.999928
76380,452.5378,3.031897
76410,455.5302,3.064067
76440,458.5743,3.096806
76470,461.5837,3.12937
76500,464.59,3.1621620000000004
76530,467.5774,3.194972
76560,470.5858,3.228115
76590,473.6317,3.262018
76620,476.6376,3.295633
76650,479.6272,3.32913
76680,482.6364,3.363118
76710,485.6433,3.3973340000000003
76740,488.6864,3.432172
76770,491.6707,3.466524
76800,494.6802,3.501444
76830,497.6864,3.536594
76860,500.6755,3.571521
76890,503.7197,3.607425
76920,506.7277,3.643148
76950,509.7359,3.679206
76980,512.7259,3.715227
77010,515.7334,3.751594
77040,518.7778,3.7886219999999997
77070,521.7832,3.8254099999999998
77100,524.774,3.86231
77130,527.7805,3.8996519999999997
77160,530.7897,3.93731
77190,533.8348,3.9754799999999997
77220,536.8237,4.0131879999999995
77250,539.8311,4.051487000000001
77280,542.8399,4.090105
77310,545.8296,4.128668
77340,548.8778,4.168224
77370,551.8848,4.207446
77400,554.8925,4.246916000000001
77430,557.8824,4.286579
77460,560.8908,4.326631
77490,563.9354,4.367496
77520,566.9401,4.408059
77550,569.9302,4.448519
77580,572.9379,4.489742000000001
77610,575.9465,4.531231
77640,578.9929,4.573512
77670,581.9805,4.615144
77700,584.9906,4.657427
77730,587.9993,4.700119
77760,590.9878,4.742776
77790,594.0336,4.786655
77820,597.0399,4.830273
77850,600.0491,4.874208
77880,4.015024,0.01094856
77910,7.022121,0.02058608
77940,10.06691,0.02971239
77970,13.05416,0.03844694
78000,16.06346,0.046755200000000004
78030,19.07312,0.05456187
78060,22.06026,0.06253938
78090,25.12144,0.07163259
78120,28.11222,0.08045553000000001
78150,31.11825,0.08954067
78180,34.10609,0.09848969
78210,37.11422,0.10776619999999999
78240,40.1585,0.1170524
78270,43.16336,0.12702270000000002
78300,46.15178,0.13912860000000002
78330,49.15986,0.15212399999999998
78360,52.16902,0.1650829
78390,55.21332,0.178323
78420,58.21883,0.18677549999999998
78450,61.20882,0.2048621
78480,64.21468,0.2189553
78510,67.20325,0.2327145
78540,70.2659,0.24686550000000002
78570,73.25584,0.2608604
78600,76.26483,0.27516619999999997
78630,79.2529,0.2895226
78660,82.26219,0.3041233
78690,85.30803,0.3187678
78720,88.31457,0.33351610000000004
78750,91.30419,0.34851689999999996
78780,94.31487,0.3631619
78810,97.32106,0.37817839999999997
78840,100.3666,0.39334759999999996
78870,103.3747,0.408698
78900,106.363,0.4243766
78930,109.3723,0.4400719
78960,112.3578,0.4561187
78990,115.4224,0.47272569999999997
79020,118.4116,0.489023
79050,121.4199,0.5057075
79080,124.4102,0.5222977
79110,127.4164,0.5400111000000001
79140,130.4626,0.5571356
79170,133.4717,0.5744197
79200,136.4598,0.5926357
79230,139.4676,0.6099108
79260,142.4774,0.6290027
79290,145.5216,0.6488374
79320,148.5293,0.6662199
79350,151.5202,0.6881392000000001
79380,154.5279,0.7076108999999999
79410,157.5164,0.7266891
79440,160.5797,0.7513810999999999
79470,163.5682,0.7690973999999999
79500,166.5756,0.7905869999999999
79530,169.5663,0.8123513
79560,172.5737,0.8314045999999999
79590,175.6182,0.8551257999999999
79620,178.6257,0.8760238
79650,181.615,0.8952366
79680,184.6221,0.9194708
79710,187.6257,0.9403891
79740,190.6708,0.9627078
79770,193.6776,0.986373
79800,196.6659,1.00619
79830,199.6748,1.0271949999999999
79860,202.6662,1.049983
79890,205.592,1.049998
79920,208.7091,1.042344
79950,211.7144,1.063904
79980,214.7037,1.0845960000000001
80010,217.7115,1.105437
80040,220.7557,1.126832
80070,223.7628,1.1481169999999998
80100,226.752,1.169395
80130,229.76,1.1908230000000002
80160,232.7679,1.212487
80190,235.8132,1.234572
80220,238.8207,1.2565590000000002
80250,241.8112,1.278595
80280,244.8202,1.3008680000000001
80310,247.8107,1.323013
80340,250.8737,1.34587
80370,253.8633,1.368505
80400,256.8716,1.39142
80430,259.8604,1.4142810000000001
80460,262.8655,1.437349
80490,265.9115,1.460864
80520,268.9177,1.484262
80550,271.9269,1.5078960000000001
80580,274.9169,1.531434
80610,277.924,1.555353
80640,280.969,1.579635
80670,283.9783,1.603733
80700,286.9675,1.6278569999999999
80730,289.9762,1.6523569999999999
80760,292.9647,1.6768100000000001
80790,296.0281,1.701917
80820,299.0194,1.7265169999999999
80850,302.0269,1.751522
80880,305.016,1.776389
80910,308.0794,1.802322
80940,311.0689,1.827528
80970,314.0756,1.8530300000000002
81000,317.0829,1.878651
81030,320.071,1.904335
81060,323.117,1.9307150000000002
81090,326.1243,1.9569299999999998
81120,329.1321,1.9831999999999999
81150,332.1208,2.0094600000000002
81180,335.1275,2.036091
81210,338.1715,2.063089
81240,341.1754,2.0898689999999998
81270,344.1656,2.117009
81300,347.1743,2.144292
81330,350.1621,2.171507
81360,353.2254,2.199535
81390,356.214,2.227055
81420,359.2229,2.255043
81450,362.2293,2.283136
81480,365.2193,2.311197
81510,368.2622,2.339938
81540,371.2705,2.368576
81570,374.2771,2.397228
81600,377.2657,2.426061
81630,380.2751,2.455187
81660,383.3196,2.484859
81690,386.3275,2.5142610000000003
81720,389.3185,2.543682
81750,392.3257,2.573468
81780,395.3159,2.6033079999999997
81810,398.3805,2.6341170000000003
81840,401.3709,2.664302
81870,404.3786,2.6947900000000002
81900,407.3861,2.7255079999999996
81930,410.3736,2.756139
81960,413.4208,2.787729
81990,416.4257,2.8189919999999997
82020,419.4338,2.850461
82050,422.4229,2.881879
82080,425.4302,2.913729
82110,428.4771,2.9461559999999998
82140,431.4837,2.978412
82170,434.4745,3.010665
82200,437.4813,3.043221
82230,440.4716,3.075716
82260,443.534,3.109316
82290,446.5248,3.1424939999999997
82320,449.5323,3.1758729999999997
82350,452.5391,3.209444
82380,455.5309,3.242958
82410,458.5737,3.277368
82440,461.5819,3.311619
82470,464.5886,3.345968
82500,467.5772,3.380508
82530,470.5859,3.415239
82560,473.6306,3.4506219999999996
82590,476.6382,3.48581
82620,479.6278,3.52106
82650,482.6346,3.5568
82680,485.6434,3.592592
82710,488.6876,3.629137
82740,491.6729,3.6651089999999997
82770,494.6791,3.701537
82800,497.6866,3.738242
82830,500.6747,3.7749379999999997
82860,503.7213,3.8126379999999997
82890,506.7277,3.849861
82920,509.7339,3.887445
82950,512.725,3.9250560000000005
82980,515.7327,3.9631350000000003
83010,518.7761,4.001899000000001
83040,521.7842,4.040375999999999
83070,524.7748,4.078849
83100,527.7811,4.117841
83130,530.7879,4.157101
83160,533.834,4.197076999999999
83190,536.8242,4.236559
83220,539.832,4.276494
83250,542.8397,4.316674
83280,545.8299,4.3569450000000005
83310,548.8768,4.398328
83340,551.8856,4.439351
83370,554.8937,4.480647
83400,557.8829,4.5219
83430,560.8914,4.563656
83460,563.9342,4.606286
83490,566.9387,4.648703
83520,569.9316,4.691167
83550,572.9365,4.734096
83580,575.9468,4.777251
83610,578.9915,4.821358999999999
83640,581.9809,4.865066
83670,584.9894,4.909276
83700,587.9982,4.953728
83730,590.9865,4.998166
83760,594.0339,5.0439430000000005
83790,597.0427,5.089414
83820,600.0501,5.135415
83850,4.012281,0.01358145
83880,7.020814,0.023558779999999998
83910,10.06658,0.03421513
83940,13.05446,0.04441893
83970,16.06085,0.05416006
84000,19.07078,0.06355791
84030,22.05949,0.07276733
84060,25.12176,0.08284838
84090,28.11285,0.09303398
84120,31.11967,0.1035571
84150,34.10802,0.114091
84180,37.11229,0.12481569999999999
84210,40.1552,0.1356651
84240,43.16524,0.1464734
84270,46.15321,0.1595355
84300,49.16015,0.1740961
84330,52.16872,0.1891947
84360,55.21524,0.2045768
84390,58.21903,0.2145781
84420,61.20731,0.234874
84450,64.21429,0.251201
84480,67.20446,0.26699900000000004
84510,70.2651,0.2833
84540,73.25491,0.2994784
84570,76.26373,0.315771
84600,79.2533,0.3319203
84630,82.26139,0.3485036
84660,85.3083,0.3651279
84690,88.31368,0.38171320000000003
84720,91.30457,0.3988201
84750,94.31507,0.4153895
84780,97.32165,0.4327528
84810,100.3663,0.4506397
84840,103.3756,0.4688777
84870,106.3642,0.48654580000000003
84900,109.3727,0.5047973
84930,112.3577,0.5230876999999999
84960,115.4224,0.5419822
84990,118.4127,0.5609820000000001
85020,121.4204,0.5802746
85050,124.4104,0.5990139
85080,127.4179,0.6203944
85110,130.4638,0.6407701
85140,133.4732,0.6609475
85170,136.4611,0.6844685
85200,139.4683,0.7034744
85230,142.4773,0.7263504000000001
85260,145.5223,0.7513162
85290,148.529,0.7705346999999999
85320,151.5201,0.7940806
85350,154.5276,0.8173499
85380,157.5165,0.8380921
85410,160.5804,0.8651714
85440,163.5686,0.8856993000000001
85470,166.5768,0.9091726
85500,169.5653,0.9341991000000001
85530,172.573,0.9562333
85560,175.6187,0.9807231
85590,178.6271,1.0048549999999998
85620,181.6158,1.024818
85650,184.6236,1.0499779999999999
85680,187.481,1.049997
85710,190.6631,1.0451810000000001
85740,193.6697,1.068125
85770,196.6588,1.090269
85800,199.6663,1.112662
85830,202.6537,1.135009
85860,205.719,1.158251
85890,208.7084,1.180878
85920,211.7149,1.2038170000000001
85950,214.7041,1.226797
85980,217.7115,1.250199
86010,220.7566,1.274018
86040,223.7634,1.297574
86070,226.7533,1.3211570000000001
86100,229.7597,1.3450579999999999
86130,232.7699,1.3691440000000001
86160,235.8144,1.393757
86190,238.8232,1.418206
86220,241.8126,1.442596
86250,244.821,1.467218
86280,247.8106,1.4918170000000002
86310,250.8754,1.517472
86340,253.8638,1.542421
86370,256.8719,1.567784
86400,259.8615,1.5930790000000001
86430,262.8658,1.618681
86460,265.9127,1.644744
86490,268.9184,1.6706750000000001
86520,271.9262,1.696785
86550,274.9172,1.722897
86580,277.9242,1.749286
86610,280.969,1.7760710000000002
86640,283.9771,1.802735
86670,286.9673,1.829494
86700,289.9755,1.8565
86730,292.9646,1.883427
86760,296.0277,1.911191
86790,299.0181,1.938404
86820,302.0266,1.9660420000000003
86850,305.0172,1.993623
86880,308.0792,2.0221519999999997
86910,311.0677,2.049847
86940,314.0766,2.077913
86970,317.0831,2.106128
87000,320.0719,2.1345430000000003
87030,323.1176,2.1635530000000003
87060,326.1249,2.192256
87090,329.134,2.221155
87120,332.1229,2.2500839999999998
87150,335.1285,2.279266
87180,338.1738,2.3090919999999997
87210,341.1768,2.338693
87240,344.1678,2.368356
87270,347.1738,2.398192
87300,350.1632,2.428043
87330,353.2261,2.458844
87360,356.2155,2.4892190000000003
87390,359.2244,2.5198859999999996
87420,362.232,2.550676
87450,365.2211,2.581366
87480,368.2641,2.612865
87510,371.2719,2.6441310000000002
87540,374.2789,2.675797
87570,377.267,2.707287
87600,380.2772,2.739055
87630,383.3192,2.771459
87660,386.3293,2.803677
87690,389.3196,2.835978
87720,392.3271,2.868619
87750,395.3162,2.9012599999999997
87780,398.3823,2.9348199999999998
87810,401.3698,2.96769
87840,404.3788,3.001041
87870,407.3869,3.0346699999999998
87900,410.3759,3.068227
87930,413.4218,3.102601
87960,416.4254,3.136692
87990,419.4335,3.170957
88020,422.4222,3.2052519999999998
88050,425.4301,3.240024
88080,428.4761,3.2753810000000003
88110,431.4845,3.310596
88140,434.4753,3.345659
88170,437.4832,3.38111
88200,440.4724,3.4167359999999998
88230,443.5339,3.453407
88260,446.525,3.489326
88290,449.5312,3.525608
88320,452.5391,3.562182
88350,455.5305,3.598803
88380,458.5734,3.636309
88410,461.5835,3.673533
88440,464.5891,3.710902
88470,467.5773,3.7481850000000003
88500,470.5847,3.78594
88530,473.6311,3.824523
88560,476.6393,3.862921
88590,479.6296,3.9011720000000003
88620,482.635,3.9397539999999998
88650,485.6428,3.97866
88680,488.6867,4.018249
88710,491.6723,4.057404
88740,494.6806,4.097001000000001
88770,497.6875,4.136847
88800,500.6758,4.176653
88830,503.7221,4.217404
88860,506.7285,4.257783
88890,509.735,4.2986130000000005
88920,512.7256,4.339481
88950,515.7316,4.380661
88980,518.7781,4.422664
89010,521.7836,4.464386
89040,524.775,4.506089
89070,527.7822,4.54847
89100,530.7896,4.591001
89130,533.8356,4.6342550000000005
89160,536.8257,4.676974
89190,539.8322,4.720271
89220,542.8412,4.763872
89250,545.8303,4.80752
89280,548.8772,4.852241
89310,551.8864,4.896624
89340,554.8954,4.941298
89370,557.8839,4.98599
89400,560.8912,5.031176
89430,563.9356,5.077392
89460,566.9402,5.123272
89490,569.931,5.169168
89520,572.9379,5.2155759999999995
89550,575.9489,5.262287
89580,578.9938,5.310143999999999
89610,581.9819,5.357212
89640,584.9907,5.404994
89670,587.9995,5.453107999999999
89700,590.9893,5.501252
89730,594.0342,5.550597
89760,597.0428,5.59982
89790,600.0515,5.649597999999999
89820,4.015242,0.011924190000000001
89850,7.021354,0.02153863
89880,10.06668,0.03224528
89910,13.0541,0.04348786
89940,16.06289,0.05446751
89970,19.07222,0.06509699
90000,22.05966,0.07573403
90030,25.12174,0.0865374
90060,28.11145,0.09705063
90090,31.11989,0.1077245
90120,34.1067,0.11822360000000001
90150,37.11211,0.1287529
90180,40.1565,0.1420364
90210,43.16354,0.1562675
90240,46.15384,0.1706981
90270,49.1595,0.18544
90300,52.1684,0.20052709999999999
90330,55.21433,0.215747
90360,58.21918,0.22571460000000002
90390,61.20933,0.2461557
90420,64.21519,0.26235379999999997
90450,67.20391,0.2780422
90480,70.26678,0.29419330000000005
90510,73.25574,0.3103595
90540,76.26479,0.3263924
90570,79.25364,0.3425607
90600,82.26159,0.35898050000000004
90630,85.30788,0.3752146
90660,88.31525,0.392233
90690,91.30473,0.40853249999999997
90720,94.31502,0.4255583
90750,97.32279,0.4427753
90780,100.3679,0.4608974
90810,103.3764,0.47847069999999997
90840,106.3653,0.49617269999999997
90870,109.3729,0.5148617999999999
90900,112.3588,0.53267
90930,115.4225,0.5521196
90960,118.4133,0.5703872999999999
90990,121.4214,0.5890906
91020,124.4103,0.6090042
91050,127.4177,0.6291586
91080,130.4642,0.6491973999999999
91110,133.4729,0.6720341
91140,136.4612,0.691731
91170,139.4691,0.7136327
91200,142.4788,0.7374828
91230,145.5228,0.7581662
91260,148.5296,0.7807744
91290,151.5213,0.8037114
91320,154.5277,0.8242231999999999
91350,157.5174,0.8478642999999999
91380,160.5809,0.8726394
91410,163.5688,0.8925502999999999
91440,166.5763,0.9183449
91470,169.5667,0.9398415
91500,172.5746,0.9628266000000001
91530,175.6203,0.9896805000000001
91560,178.6263,1.010155
91590,181.6152,1.031671
91620,184.6379,1.049987
91650,187.2482,1.0500019999999999
91680,190.6637,1.050893
91710,193.6697,1.0737160000000001
91740,196.658,1.095634
91770,199.6661,1.1179430000000001
91800,202.6562,1.1401830000000002
91830,205.7189,1.163105
91860,208.709,1.185541
91890,211.7153,1.2083750000000002
91920,214.7048,1.231333
91950,217.712,1.254494
91980,220.7558,1.2780179999999999
92010,223.7634,1.30139
92040,226.7521,1.32489
92070,229.7596,1.348509
92100,232.7687,1.372554
92130,235.8137,1.39682
92160,238.8226,1.4211090000000002
92190,241.8117,1.4451980000000002
92220,244.8197,1.469728
92250,247.8111,1.494311
92280,250.8733,1.519641
92310,253.8634,1.5444289999999998
92340,256.8712,1.569499
92370,259.8607,1.5946
92400,262.8648,1.6199670000000002
92430,265.9109,1.645978
92460,268.9189,1.6717199999999999
92490,271.9274,1.697668
92520,274.9166,1.7234530000000001
92550,277.9238,1.7495880000000001
92580,280.9686,1.776294
92610,283.9783,1.802881
92640,286.9675,1.8294039999999998
92670,289.9763,1.8561910000000001
92700,292.9653,1.882968
92730,296.028,1.910548
92760,299.0185,1.93759
92790,302.0271,1.9650389999999998
92820,305.0156,1.992454
92850,308.0788,2.0206530000000003
92880,311.0689,2.048213
92910,314.0757,2.076172
92940,317.0822,2.1044169999999998
92970,320.0733,2.132515
93000,323.1187,2.161272
93030,326.1248,2.189786
93060,329.1322,2.218589
93090,332.1218,2.24734
93120,335.1288,2.276522
93150,338.1744,2.3061830000000003
93180,341.1772,2.335546
93210,344.1662,2.3648830000000003
93240,347.1735,2.394585
93270,350.1629,2.4244130000000004
93300,353.2252,2.455062
93330,356.2155,2.485226
93360,359.223,2.51567
93390,362.2314,2.5462700000000003
93420,365.2204,2.5767569999999997
93450,368.2636,2.60823
93480,371.2728,2.639462
93510,374.2789,2.670795
93540,377.2687,2.702082
93570,380.2753,2.733688
93600,383.3205,2.765949
93630,386.3282,2.7981770000000004
93660,389.3195,2.830206
93690,392.3279,2.8626899999999997
93720,395.3157,2.8950440000000004
93750,398.3816,2.928545
93780,401.3698,2.961286
93810,404.3789,2.994599
93840,407.3871,3.0280679999999998
93870,410.3758,3.061383
93900,413.4218,3.095491
93930,416.4254,3.129442
93960,419.434,3.163642
93990,422.4227,3.197815
94020,425.4317,3.232428
94050,428.4766,3.2677289999999997
94080,431.4837,3.3026299999999997
94110,434.4738,3.337491
94140,437.4825,3.372743
94170,440.4725,3.408283
94200,443.535,3.444791
94230,446.5255,3.48044
94260,449.5321,3.516549
94290,452.5388,3.552966
94320,455.5297,3.5892910000000002
94350,458.5744,3.626589
94380,461.5812,3.663668
94410,464.5896,3.700971
94440,467.5781,3.73803
94470,470.5871,3.775672
94500,473.6311,3.814121
94530,476.6382,3.852216
94560,479.6282,3.8902639999999997
94590,482.6351,3.928865
94620,485.644,3.967533
94650,488.6873,4.007011
94680,491.6731,4.0459130000000005
94710,494.6817,4.085442
94740,497.6884,4.125127999999999
94770,500.6768,4.164744
94800,503.7217,4.205324
94830,506.7263,4.245620000000001
94860,509.7332,4.286284
94890,512.7255,4.326946
94920,515.734,4.368069
94950,518.7776,4.409936
94980,521.7861,4.45143
95010,524.7746,4.49302
95040,527.781,4.5351680000000005
95070,530.7899,4.577558
95100,533.834,4.620703000000001
95130,536.8251,4.663226
95160,539.8325,4.706385
95190,542.8408,4.749638
95220,545.832,4.793101
95250,548.877,4.837542
95280,551.8862,4.881824999999999
95310,554.8933,4.926189
95340,557.8818,4.970573
95370,560.8923,5.015612999999999
95400,563.9379,5.061448
95430,566.9413,5.10704
95460,569.9321,5.152594
95490,572.9405,5.19873
95520,575.9488,5.245157
95550,578.9943,5.29261
95580,581.9825,5.339421
95610,584.9906,5.386995
95640,587.9991,5.434655
95670,590.9882,5.482361
95700,594.0346,5.531445
95730,597.043,5.58045
95760,600.0506,5.629739
95790,4.014414,0.011715020000000001
95820,7.021349,0.02115759
95850,10.06573,0.030492409999999998
95880,13.0539,0.03959349
95910,16.062,0.04836987
95940,19.07244,0.056772159999999995
95970,22.0593,0.06530316
96000,25.12334,0.07439642
96030,28.11165,0.08357205999999999
96060,31.11891,0.09316521
96090,34.10778,0.10293
96120,37.11263,0.1129256
96150,40.15538,0.1228885
96180,43.16444,0.1329953
96210,46.15395,0.14332550000000002
96240,49.15927,0.1564015
96270,52.16866,0.17026180000000002
96300,55.21457,0.18453730000000002
96330,58.21934,0.193468
96360,61.20736,0.21253329999999998
96390,64.21482,0.227928
96420,67.20341,0.24265950000000003
96450,70.26582,0.2577891
96480,73.2544,0.27282059999999997
96510,76.26381,0.2880946
96540,79.25285,0.3032623
96570,82.2609,0.3187335
96600,85.30744,0.334485
96630,88.31499,0.3499059
96660,91.30428,0.3659893
96690,94.31493,0.3818412
96720,97.32191,0.3975904
96750,100.3663,0.4139768
96780,103.3745,0.4304342
96810,106.3633,0.4474548
96840,109.3713,0.4641643
96870,112.3578,0.481197
96900,115.4212,0.49890389999999996
96930,118.4124,0.516435
96960,121.4191,0.5348526
96990,124.4102,0.5515518
97020,127.4174,0.5704408
97050,130.4638,0.5896776
97080,133.4723,0.6072930999999999
97110,136.4611,0.6271528
97140,139.4679,0.6463788
97170,142.4771,0.6656547
97200,145.5215,0.6909034
97230,148.5289,0.7092904
97260,151.5204,0.7300648999999999
97290,154.5277,0.7535199
97320,157.5166,0.7718631
97350,160.5799,0.7966019000000001
97380,163.5685,0.8173535
97410,166.5766,0.837648
97440,169.5659,0.8612188000000001
97470,172.5741,0.8831646
97500,175.619,0.9056963
97530,178.6264,0.9302285
97560,181.6154,0.9507372999999999
97590,184.6223,0.9736602
97620,187.626,0.997768
97650,190.6718,1.0187080000000002
97680,193.6776,1.040282
97710,196.6502,1.049992
97740,198.8874,1.050005
97770,202.6541,1.0562960000000001
97800,205.7189,1.0791110000000002
97830,208.709,1.100536
97860,211.7163,1.122163
97890,214.7039,1.143855
97920,217.7124,1.165827
97950,220.7558,1.18811
97980,223.7626,1.2103169999999999
98010,226.7524,1.2327249999999998
98040,229.7597,1.2551409999999998
98070,232.7688,1.277816
98100,235.8138,1.300896
98130,238.8216,1.323879
98160,241.8115,1.3468589999999998
98190,244.8195,1.370222
98220,247.8104,1.393557
98250,250.8742,1.4176199999999999
98280,253.8642,1.4410830000000001
98310,256.8733,1.464886
98340,259.8611,1.488793
98370,262.8654,1.513021
98400,265.912,1.537649
98430,268.9191,1.562033
98460,271.9274,1.586588
98490,274.9169,1.6111520000000001
98520,277.9247,1.636124
98550,280.9695,1.66152
98580,283.9789,1.686734
98610,286.9669,1.711846
98640,289.975,1.737241
98670,292.9648,1.7627009999999999
98700,296.0279,1.789099
98730,299.0193,1.814734
98760,302.0272,1.840792
98790,305.0161,1.866749
98820,308.0798,1.893593
98850,311.0683,1.9196689999999998
98880,314.0759,1.946539
98910,317.0839,1.973303
98940,320.0732,1.9999620000000002
98970,323.1189,2.027181
99000,326.1256,2.054352
99030,329.1324,2.081794
99060,332.1221,2.1091089999999997
99090,335.1287,2.136829
99120,338.1722,2.165007
99150,341.1785,2.1928840000000003
99180,344.1669,2.220707
99210,347.1742,2.249094
99240,350.1628,2.277327
99270,353.2249,2.306533
99300,356.2162,2.335075
99330,359.2234,2.3640320000000004
99360,362.2324,2.393108
99390,365.2205,2.422273
99420,368.2646,2.452019
99450,371.2726,2.481651
99480,374.2784,2.511378
99510,377.2668,2.5411070000000002
99540,380.2764,2.571295
99570,383.3196,2.602047
99600,386.3296,2.6325920000000003
99630,389.3202,2.6629400000000003
99660,392.3272,2.69368
99690,395.3164,2.724583
99720,398.3827,2.7563530000000003
99750,401.3701,2.7875710000000002
99780,404.3795,2.819139
99810,407.3871,2.85086
99840,410.3748,2.88244
99870,413.4211,2.9148609999999997
99900,416.4257,2.947151
99930,419.4344,2.979634
99960,422.4225,3.0120970000000002
99990,425.4304,3.044934
100020,428.477,3.078262
100050,431.4838,3.11143
100080,434.4737,3.144594
100110,437.4833,3.178256
100140,440.4708,3.211788
100170,443.535,3.246328
100200,446.5243,3.280135
100230,449.5311,3.314385
100260,452.5388,3.349033
100290,455.5294,3.383548
100320,458.574,3.4189
100350,461.5843,3.453961
100380,464.5884,3.48916
100410,467.5774,3.524385
100440,470.5853,3.560263
100470,473.6311,3.5968220000000004
100500,476.6389,3.6327930000000004
100530,479.6285,3.668815
100560,482.6353,3.705375
100590,485.6433,3.7421499999999996
100620,488.686,3.779599
100650,491.6722,3.8164179999999996
100680,494.6809,3.853824
100710,497.687,3.89144
100740,500.6755,3.9289169999999998
100770,503.7208,3.9675179999999997
100800,506.7275,4.005858
100830,509.7341,4.044335
100860,512.7268,4.082655
100890,515.7341,4.121586
100920,518.7777,4.161403
100950,521.7848,4.200775999999999
100980,524.7747,4.240191
101010,527.7818,4.28002
101040,530.7886,4.320095
101070,533.8338,4.360915
101100,536.8257,4.401297
101130,539.8328,4.442188
101160,542.842,4.4831959999999995
101190,545.8305,4.524089
101220,548.8766,4.566163
101250,551.8849,4.608059
101280,554.8926,4.65014
101310,557.8831,4.692279
101340,560.8922,4.734916
101370,563.9357,4.778338000000001
101400,566.9416,4.821368
101430,569.9313,4.864644999999999
101460,572.941,4.908449
101490,575.9473,4.952403
101520,578.9924,4.997173
101550,581.9824,5.041525
101580,584.9897,5.086524
101610,587.9995,5.131855
101640,590.9898,5.177124
101670,594.0356,5.223522999999999
101700,597.0429,5.269817
101730,600.0486,5.316336000000001
101760,4.014631,0.01702018
101790,7.020627,0.02039558
101820,10.06596,0.02977444
101850,13.05463,0.03842579
