Applied_Voltage,Leakage_Current
244.821,1.467218e-06
247.8106,1.491817e-06
250.8754,1.517472e-06
253.8638,1.542421e-06
256.8719,1.567784e-06
259.8615,1.593079e-06
262.8658,1.618681e-06
265.9127,1.644744e-06
268.9184,1.670675e-06
271.9262,1.696785e-06
274.9172,1.722897e-06
277.9242,1.749286e-06
280.969,1.776071e-06
283.9771,1.802735e-06
286.9673,1.829494e-06
289.9755,1.8565e-06
292.9646,1.883427e-06
296.0277,1.911191e-06
299.0181,1.938404e-06
302.0266,1.966042e-06
305.0172,1.993623e-06
308.0792,2.022152e-06
311.0677,2.049847e-06
314.0766,2.077913e-06
317.0831,2.106128e-06
320.0719,2.134543e-06
323.1176,2.163553e-06
326.1249,2.192256e-06
329.134,2.221155e-06
332.1229,2.250084e-06
335.1285,2.279266e-06
338.1738,2.309092e-06
341.1768,2.338693e-06
344.1678,2.368356e-06
347.1738,2.398192e-06
350.1632,2.428043e-06
353.2261,2.458844e-06
356.2155,2.489219e-06
359.2244,2.519886e-06
362.232,2.550676e-06
365.2211,2.581366e-06
368.2641,2.612865e-06
371.2719,2.644131e-06
374.2789,2.675797e-06
377.267,2.707287e-06
380.2772,2.739055e-06
383.3192,2.771459e-06
386.3293,2.803677e-06
389.3196,2.835978e-06
392.3271,2.868619e-06
395.3162,2.90126e-06
398.3823,2.93482e-06
401.3698,2.96769e-06
404.3788,3.001041e-06
407.3869,3.03467e-06
410.3759,3.068227e-06
413.4218,3.102601e-06
416.4254,3.136692e-06
419.4335,3.170957e-06
422.4222,3.205252e-06
425.4301,3.240024e-06
428.4761,3.275381e-06
431.4845,3.310596e-06
434.4753,3.345659e-06
437.4832,3.38111e-06
440.4724,3.416736e-06
443.5339,3.453407e-06
446.525,3.489326e-06
449.5312,3.525608e-06
452.5391,3.562182e-06
455.5305,3.598803e-06
458.5734,3.636309e-06
461.5835,3.673533e-06
464.5891,3.710902e-06
467.5773,3.748185e-06
470.5847,3.78594e-06
473.6311,3.824523e-06
476.6393,3.862921e-06
479.6296,3.901172e-06
482.635,3.939754e-06
485.6428,3.97866e-06
488.6867,4.018249e-06
491.6723,4.057404e-06
494.6806,4.097001e-06
497.6875,4.136847e-06
500.6758,4.176653e-06
503.7221,4.217404e-06
506.7285,4.257783e-06
509.735,4.298613e-06
512.7256,4.339481e-06
515.7316,4.380661e-06
518.7781,4.422664e-06
521.7836,4.464386e-06
524.775,4.506089e-06
527.7822,4.54847e-06
530.7896,4.591001e-06
533.8356,4.634255e-06
536.8257,4.676974e-06
539.8322,4.720271e-06
542.8412,4.763872e-06
545.8303,4.80752e-06
548.8772,4.852241e-06
551.8864,4.896624e-06
554.8954,4.941298e-06
557.8839,4.98599e-06
560.8912,5.031176e-06
563.9356,5.077392e-06
566.9402,5.123272e-06
569.931,5.169168e-06
572.9379,5.215576e-06
575.9489,5.262287e-06
578.9938,5.310144e-06
581.9819,5.357212e-06
584.9907,5.404994e-06
587.9995,5.453108e-06
590.9893,5.501252e-06
594.0342,5.550597e-06
597.0428,5.59982e-06
600.0515,5.649598e-06
4.015242,1.192419e-08
7.021354,2.153863e-08
10.06668,3.224528e-08
13.0541,4.348786e-08
16.06289,5.446751e-08
19.07222,6.509699e-08
22.05966,7.573403e-08
25.12174,8.65374e-08
28.11145,9.705063e-08
31.11989,1.077245e-07
34.1067,1.182236e-07
37.11211,1.287529e-07
40.1565,1.420364e-07
43.16354,1.562675e-07
46.15384,1.706981e-07
49.1595,1.8544e-07
52.1684,2.005271e-07
55.21433,2.15747e-07
58.21918,2.257146e-07
61.20933,2.461557e-07
64.21519,2.623538e-07
67.20391,2.780422e-07
70.26678,2.941933e-07
73.25574,3.103595e-07
76.26479,3.263924e-07
79.25364,3.425607e-07
82.26159,3.589805e-07
85.30788,3.752146e-07
88.31525,3.92233e-07
91.30473,4.085325e-07
94.31502,4.255583e-07
97.32279,4.427753e-07
100.3679,4.608974e-07
103.3764,4.784707e-07
106.3653,4.961727e-07
109.3729,5.148618e-07
112.3588,5.3267e-07
115.4225,5.521196e-07
118.4133,5.703873e-07
121.4214,5.890906e-07
124.4103,6.090042e-07
127.4177,6.291586e-07
130.4642,6.491974e-07
133.4729,6.720341e-07
136.4612,6.91731e-07
139.4691,7.136327e-07
142.4788,7.374828e-07
145.5228,7.581662e-07
148.5296,7.807744e-07
151.5213,8.037114e-07
154.5277,8.242232e-07
157.5174,8.478643e-07
160.5809,8.726394e-07
163.5688,8.925503e-07
166.5763,9.183449e-07
169.5667,9.398415e-07
172.5746,9.628266e-07
175.6203,9.896805e-07
178.6263,1.010155e-06
181.6152,1.031671e-06
184.6379,1.049987e-06
187.2482,1.050002e-06
190.6637,1.050893e-06
193.6697,1.073716e-06
196.658,1.095634e-06
199.6661,1.117943e-06
202.6562,1.140183e-06
205.7189,1.163105e-06
208.709,1.185541e-06
211.7153,1.208375e-06
214.7048,1.231333e-06
217.712,1.254494e-06
220.7558,1.278018e-06
223.7634,1.30139e-06
226.7521,1.32489e-06
229.7596,1.348509e-06
232.7687,1.372554e-06
235.8137,1.39682e-06
238.8226,1.421109e-06
241.8117,1.445198e-06
244.8197,1.469728e-06
247.8111,1.494311e-06
250.8733,1.519641e-06
253.8634,1.544429e-06
256.8712,1.569499e-06
259.8607,1.5946e-06
262.8648,1.619967e-06
265.9109,1.645978e-06
268.9189,1.67172e-06
271.9274,1.697668e-06
274.9166,1.723453e-06
277.9238,1.749588e-06
280.9686,1.776294e-06
283.9783,1.802881e-06
286.9675,1.829404e-06
289.9763,1.856191e-06
292.9653,1.882968e-06
296.028,1.910548e-06
299.0185,1.93759e-06
302.0271,1.965039e-06
305.0156,1.992454e-06
308.0788,2.020653e-06
311.0689,2.048213e-06
314.0757,2.076172e-06
317.0822,2.104417e-06
320.0733,2.132515e-06
323.1187,2.161272e-06
326.1248,2.189786e-06
329.1322,2.218589e-06
332.1218,2.24734e-06
335.1288,2.276522e-06
338.1744,2.306183e-06
341.1772,2.335546e-06
344.1662,2.364883e-06
347.1735,2.394585e-06
350.1629,2.424413e-06
353.2252,2.455062e-06
356.2155,2.485226e-06
359.223,2.51567e-06
362.2314,2.54627e-06
365.2204,2.576757e-06
368.2636,2.60823e-06
371.2728,2.639462e-06
374.2789,2.670795e-06
377.2687,2.702082e-06
380.2753,2.733688e-06
383.3205,2.765949e-06
386.3282,2.798177e-06
389.3195,2.830206e-06
392.3279,2.86269e-06
395.3157,2.895044e-06
398.3816,2.928545e-06
401.3698,2.961286e-06
404.3789,2.994599e-06
407.3871,3.028068e-06
410.3758,3.061383e-06
413.4218,3.095491e-06
416.4254,3.129442e-06
419.434,3.163642e-06
422.4227,3.197815e-06
425.4317,3.232428e-06
428.4766,3.267729e-06
431.4837,3.30263e-06
434.4738,3.337491e-06
437.4825,3.372743e-06
440.4725,3.408283e-06
443.535,3.444791e-06
446.5255,3.48044e-06
449.5321,3.516549e-06
452.5388,3.552966e-06
455.5297,3.589291e-06
458.5744,3.626589e-06
461.5812,3.663668e-06
464.5896,3.700971e-06
467.5781,3.73803e-06
470.5871,3.775672e-06
473.6311,3.814121e-06
476.6382,3.852216e-06
479.6282,3.890264e-06
482.6351,3.928865e-06
485.644,3.967533e-06
488.6873,4.007011e-06
491.6731,4.045913e-06
494.6817,4.085442e-06
497.6884,4.125128e-06
500.6768,4.164744e-06
503.7217,4.205324e-06
506.7263,4.24562e-06
509.7332,4.286284e-06
512.7255,4.326946e-06
515.734,4.368069e-06
518.7776,4.409936e-06
521.7861,4.45143e-06
524.7746,4.49302e-06
527.781,4.535168e-06
530.7899,4.577558e-06
533.834,4.620703e-06
536.8251,4.663226e-06
539.8325,4.706385e-06
542.8408,4.749638e-06
545.832,4.793101e-06
548.877,4.837542e-06
551.8862,4.881825e-06
554.8933,4.926189e-06
557.8818,4.970573e-06
560.8923,5.015613e-06
563.9379,5.061448e-06
566.9413,5.10704e-06
569.9321,5.152594e-06
572.9405,5.19873e-06
575.9488,5.245157e-06
578.9943,5.29261e-06
581.9825,5.339421e-06
584.9906,5.386995e-06
587.9991,5.434655e-06
590.9882,5.482361e-06
594.0346,5.531445e-06
597.043,5.58045e-06
600.0506,5.629739e-06
4.014414,1.171502e-08
7.021349,2.115759e-08
10.06573,3.049241e-08
13.0539,3.959349e-08
16.062,4.836987e-08
19.07244,5.677216e-08
22.0593,6.530316e-08
25.12334,7.439642e-08
28.11165,8.357206e-08
31.11891,9.316521e-08
34.10778,1.0293e-07
37.11263,1.129256e-07
40.15538,1.228885e-07
43.16444,1.329953e-07
46.15395,1.433255e-07
49.15927,1.564015e-07
52.16866,1.702618e-07
55.21457,1.845373e-07
58.21934,1.93468e-07
61.20736,2.125333e-07
64.21482,2.27928e-07
67.20341,2.426595e-07
70.26582,2.577891e-07
73.2544,2.728206e-07
76.26381,2.880946e-07
79.25285,3.032623e-07
82.2609,3.187335e-07
85.30744,3.34485e-07
88.31499,3.499059e-07
91.30428,3.659893e-07
94.31493,3.818412e-07
97.32191,3.975904e-07
100.3663,4.139768e-07
103.3745,4.304342e-07
106.3633,4.474548e-07
109.3713,4.641643e-07
112.3578,4.81197e-07
115.4212,4.989039e-07
118.4124,5.16435e-07
121.4191,5.348526e-07
124.4102,5.515518e-07
127.4174,5.704408e-07
130.4638,5.896776e-07
133.4723,6.072931e-07
136.4611,6.271528e-07
139.4679,6.463788e-07
142.4771,6.656547e-07
145.5215,6.909034e-07
148.5289,7.092904e-07
151.5204,7.300649e-07
154.5277,7.535199e-07
157.5166,7.718631e-07
160.5799,7.966019e-07
163.5685,8.173535e-07
166.5766,8.37648e-07
169.5659,8.612188e-07
172.5741,8.831646e-07
175.619,9.056963e-07
178.6264,9.302285e-07
181.6154,9.507373e-07
184.6223,9.736602e-07
187.626,9.97768e-07
190.6718,1.018708e-06
193.6776,1.040282e-06
196.6502,1.049992e-06
198.8874,1.050005e-06
202.6541,1.056296e-06
205.7189,1.079111e-06
208.709,1.100536e-06
211.7163,1.122163e-06
214.7039,1.143855e-06
217.7124,1.165827e-06
220.7558,1.18811e-06
223.7626,1.210317e-06
226.7524,1.232725e-06
229.7597,1.255141e-06
232.7688,1.277816e-06
235.8138,1.300896e-06
238.8216,1.323879e-06
241.8115,1.346859e-06
244.8195,1.370222e-06
247.8104,1.393557e-06
250.8742,1.41762e-06
253.8642,1.441083e-06
256.8733,1.464886e-06
259.8611,1.488793e-06
262.8654,1.513021e-06
265.912,1.537649e-06
268.9191,1.562033e-06
271.9274,1.586588e-06
274.9169,1.611152e-06
277.9247,1.636124e-06
280.9695,1.66152e-06
283.9789,1.686734e-06
286.9669,1.711846e-06
289.975,1.737241e-06
292.9648,1.762701e-06
296.0279,1.789099e-06
299.0193,1.814734e-06
302.0272,1.840792e-06
305.0161,1.866749e-06
308.0798,1.893593e-06
311.0683,1.919669e-06
314.0759,1.946539e-06
317.0839,1.973303e-06
320.0732,1.999962e-06
323.1189,2.027181e-06
326.1256,2.054352e-06
329.1324,2.081794e-06
332.1221,2.109109e-06
335.1287,2.136829e-06
338.1722,2.165007e-06
341.1785,2.192884e-06
344.1669,2.220707e-06
347.1742,2.249094e-06
350.1628,2.277327e-06
353.2249,2.306533e-06
356.2162,2.335075e-06
359.2234,2.364032e-06
362.2324,2.393108e-06
365.2205,2.422273e-06
368.2646,2.452019e-06
371.2726,2.481651e-06
374.2784,2.511378e-06
377.2668,2.541107e-06
380.2764,2.571295e-06
383.3196,2.602047e-06
386.3296,2.632592e-06
389.3202,2.66294e-06
392.3272,2.69368e-06
395.3164,2.724583e-06
398.3827,2.756353e-06
401.3701,2.787571e-06
404.3795,2.819139e-06
407.3871,2.85086e-06
410.3748,2.88244e-06
413.4211,2.914861e-06
416.4257,2.947151e-06
419.4344,2.979634e-06
422.4225,3.012097e-06
425.4304,3.044934e-06
428.477,3.078262e-06
431.4838,3.11143e-06
434.4737,3.144594e-06
437.4833,3.178256e-06
440.4708,3.211788e-06
443.535,3.246328e-06
446.5243,3.280135e-06
449.5311,3.314385e-06
452.5388,3.349033e-06
455.5294,3.383548e-06
458.574,3.4189e-06
461.5843,3.453961e-06
464.5884,3.48916e-06
467.5774,3.524385e-06
470.5853,3.560263e-06
473.6311,3.596822e-06
476.6389,3.632793e-06
479.6285,3.668815e-06
482.6353,3.705375e-06
485.6433,3.74215e-06
488.686,3.779599e-06
491.6722,3.816418e-06
494.6809,3.853824e-06
497.687,3.89144e-06
500.6755,3.928917e-06
503.7208,3.967518e-06
506.7275,4.005858e-06
509.7341,4.044335e-06
512.7268,4.082655e-06
515.7341,4.121586e-06
518.7777,4.161403e-06
521.7848,4.200776e-06
524.7747,4.240191e-06
527.7818,4.28002e-06
530.7886,4.320095e-06
533.8338,4.360915e-06
536.8257,4.401297e-06
539.8328,4.442188e-06
542.842,4.483196e-06
545.8305,4.524089e-06
548.8766,4.566163e-06
551.8849,4.608059e-06
554.8926,4.65014e-06
557.8831,4.692279e-06
560.8922,4.734916e-06
563.9357,4.778338e-06
566.9416,4.821368e-06
569.9313,4.864645e-06
572.941,4.908449e-06
575.9473,4.952403e-06
578.9924,4.997173e-06
581.9824,5.041525e-06
584.9897,5.086524e-06
587.9995,5.131855e-06
590.9898,5.177124e-06
594.0356,5.223523e-06
597.0429,5.269817e-06
600.0486,5.316336e-06
4.014631,1.702018e-08
7.020627,2.039558e-08
10.06596,2.977444e-08
13.05463,3.842579e-08
16.06282,4.641344e-08
19.07124,5.4228e-08
22.05974,6.272526e-08
25.1209,7.138306e-08
28.11295,7.939161e-08
31.11876,8.753804e-08
34.10784,9.56386e-08
37.11048,1.038585e-07
40.1562,1.138554e-07
43.16347,1.248138e-07
46.15283,1.359884e-07
49.15826,1.473956e-07
52.16698,1.588892e-07
55.21314,1.70795e-07
58.21897,1.777822e-07
61.20714,1.939712e-07
64.21354,2.064751e-07
67.20379,2.186262e-07
70.26599,2.313213e-07
73.25542,2.43598e-07
76.2642,2.561455e-07
79.25333,2.687364e-07
82.2603,2.814569e-07
85.30717,2.944731e-07
88.31448,3.075702e-07
91.30342,3.206834e-07
94.31345,3.337359e-07
97.32155,3.471445e-07
100.3668,3.606158e-07
103.3743,3.739e-07
106.3626,3.877061e-07
109.3715,4.011812e-07
112.3576,4.145063e-07
115.4209,4.291599e-07
118.4122,4.431664e-07
121.4185,4.576746e-07
124.4092,4.720959e-07
127.417,4.872625e-07
130.4625,5.02598e-07
133.4701,5.17287e-07
136.459,5.328297e-07
139.467,5.484116e-07
142.4759,5.638785e-07
145.5201,5.806269e-07
148.5289,5.958591e-07
151.5196,6.126158e-07
154.5265,6.297611e-07
157.516,6.451518e-07
160.5794,6.656508e-07
163.5669,6.817806e-07
166.5748,6.993592e-07
169.5657,7.19964e-07
172.5722,7.370252e-07
175.6172,7.562174e-07
178.6233,7.776678e-07
181.6121,7.938111e-07
184.6201,8.138895e-07
187.6253,8.344507e-07
190.6704,8.52394e-07
193.6775,8.725727e-07
196.6655,8.921243e-07
199.6752,9.104912e-07
202.6619,9.320002e-07
205.7266,9.53482e-07
208.7173,9.71574e-07
211.7227,9.941607e-07
214.7119,1.011877e-06
217.7199,1.031602e-06
220.7779,1.049985e-06
223.6278,1.049997e-06
226.7523,1.040737e-06
229.7605,1.060665e-06
232.7693,1.079814e-06
235.8135,1.099359e-06
238.821,1.118615e-06
241.8115,1.13798e-06
244.82,1.157546e-06
247.8105,1.177254e-06
250.8746,1.197485e-06
253.8638,1.217403e-06
256.8713,1.237569e-06
259.8604,1.257629e-06
262.8652,1.277985e-06
265.9116,1.298787e-06
268.9182,1.31957e-06
271.9268,1.340383e-06
274.9168,1.361133e-06
277.9238,1.382145e-06
280.9691,1.403616e-06
283.977,1.425025e-06
286.9669,1.446386e-06
289.9764,1.468059e-06
292.9644,1.489562e-06
296.0282,1.511884e-06
299.0177,1.533606e-06
302.0267,1.555856e-06
305.0159,1.577988e-06
308.0798,1.600812e-06
311.0677,1.623091e-06
314.0755,1.645709e-06
317.0819,1.668404e-06
320.0717,1.691187e-06
323.118,1.714563e-06
326.1247,1.737683e-06
329.1329,1.761012e-06
332.121,1.784133e-06
335.1267,1.807709e-06
338.1725,1.831758e-06
341.178,1.855623e-06
344.1657,1.87939e-06
347.174,1.903584e-06
350.1632,1.927676e-06
353.2248,1.952475e-06
356.2139,1.976958e-06
359.2235,2.001714e-06
362.2319,2.026664e-06
365.2197,2.051477e-06
368.264,2.076976e-06
371.2722,2.102178e-06
374.2784,2.127761e-06
377.2675,2.153296e-06
380.2764,2.179139e-06
383.3207,2.205372e-06
386.3283,2.231416e-06
389.3189,2.257496e-06
392.3264,2.284039e-06
395.3161,2.310572e-06
398.3818,2.337859e-06
401.3705,2.364572e-06
404.3794,2.391698e-06
407.3848,2.418988e-06
410.3746,2.446277e-06
413.4195,2.474299e-06
416.4249,2.5021e-06
419.4317,2.530016e-06
422.4221,2.557858e-06
425.4305,2.586269e-06
428.4749,2.615206e-06
431.4843,2.64383e-06
434.4734,2.672838e-06
437.4836,2.701918e-06
440.4711,2.730489e-06
443.5341,2.759867e-06
446.5253,2.789733e-06
449.5316,2.819608e-06
452.5387,2.849522e-06
455.5299,2.879445e-06
458.5721,2.910141e-06
461.5814,2.940677e-06
464.587,2.971365e-06
467.5766,3.002049e-06
470.5859,3.033143e-06
473.6292,3.064783e-06
476.6374,3.096172e-06
479.6273,3.127743e-06
482.6342,3.159669e-06
485.6425,3.191733e-06
488.6867,3.224349e-06
491.6729,3.25653e-06
494.6797,3.289264e-06
497.6881,3.322152e-06
500.6767,3.355092e-06
503.7217,3.388839e-06
506.7283,3.422345e-06
509.7339,3.456005e-06
512.7268,3.489839e-06
515.7335,3.524045e-06
518.7773,3.558952e-06
521.785,3.593505e-06
524.7745,3.628187e-06
527.7812,3.663238e-06
530.7889,3.69864e-06
533.8348,3.734608e-06
536.8255,3.770171e-06
539.8333,3.806233e-06
542.8406,3.84243e-06
545.8304,3.878723e-06
548.8775,3.916085e-06
551.8862,3.953197e-06
554.8941,3.990459e-06
557.8821,4.027674e-06
560.8928,4.065603e-06
563.9351,4.104188e-06
566.9412,4.142631e-06
569.9302,4.181059e-06
572.9393,4.220085e-06
575.9449,4.259278e-06
578.9943,4.299366e-06
581.9823,4.339041e-06
584.9889,4.379291e-06
587.9995,4.419939e-06
590.9874,4.460531e-06
594.0354,4.502362e-06
597.0422,4.544082e-06
600.0508,4.586193e-06
4.014134,1.636147e-08
7.021126,1.944022e-08
10.06633,2.80282e-08
13.05407,3.600521e-08
16.06322,4.352708e-08
19.07052,5.146157e-08
22.06009,5.942352e-08
25.12227,6.744325e-08
28.11242,7.524095e-08
31.11838,8.301993e-08
34.10751,9.073782e-08
37.11238,9.873337e-08
40.15577,1.088169e-07
43.16315,1.193202e-07
46.15201,1.297062e-07
49.15947,1.408097e-07
52.1684,1.519018e-07
55.21374,1.63092e-07
58.2182,1.692568e-07
61.20783,1.859717e-07
64.21501,1.974351e-07
67.20397,2.089723e-07
70.26566,2.197785e-07
73.25541,2.32711e-07
76.26415,2.444629e-07
79.25269,2.568426e-07
82.26171,2.691838e-07
85.30608,2.819291e-07
88.31392,2.938348e-07
91.30312,3.057869e-07
94.31435,3.190789e-07
97.3212,3.31886e-07
100.3666,3.444115e-07
103.3741,3.578694e-07
106.3638,3.705642e-07
109.3717,3.832931e-07
112.3571,3.967554e-07
115.4213,4.09557e-07
118.4121,4.228062e-07
121.4184,4.361916e-07
124.41,4.509058e-07
127.4164,4.65264e-07
130.4637,4.798624e-07
133.472,4.949954e-07
136.4603,5.092587e-07
139.4676,5.237868e-07
142.4765,5.391e-07
145.5205,5.540005e-07
148.5288,5.695437e-07
151.5192,5.849085e-07
154.5264,5.999281e-07
157.5157,6.16576e-07
160.5784,6.34156e-07
163.5677,6.491287e-07
166.5757,6.691257e-07
169.5649,6.843887e-07
172.5717,7.02095e-07
175.6185,7.237379e-07
178.6251,7.389102e-07
181.6135,7.5744e-07
184.6214,7.770816e-07
187.625,7.935467e-07
190.6698,8.149938e-07
193.6765,8.329002e-07
196.6653,8.501989e-07
199.6742,8.71902e-07
202.6614,8.899087e-07
205.7254,9.110307e-07
208.7167,9.314829e-07
211.7231,9.48947e-07
214.7126,9.686588e-07
217.7197,9.899816e-07
220.7629,1.007915e-06
223.7714,1.027448e-06
226.7593,1.049368e-06
229.7223,1.049994e-06
231.8265,1.050006e-06
235.8144,1.054224e-06
238.8227,1.073948e-06
241.8125,1.092713e-06
244.8207,1.111698e-06
247.8099,1.130585e-06
250.8729,1.150228e-06
253.8628,1.169525e-06
256.8723,1.188967e-06
259.8613,1.208437e-06
262.8646,1.228188e-06
265.9112,1.248256e-06
268.9191,1.268343e-06
271.926,1.288453e-06
274.9166,1.308634e-06
277.9237,1.328999e-06
280.9688,1.34975e-06
283.9777,1.37042e-06
286.9668,1.391269e-06
289.9761,1.412187e-06
292.9644,1.433132e-06
296.0283,1.454651e-06
299.0179,1.475797e-06
302.0267,1.497336e-06
305.017,1.518787e-06
308.0802,1.541049e-06
311.0685,1.562599e-06
314.0758,1.584571e-06
317.0826,1.606684e-06
320.0729,1.628894e-06
323.1194,1.651481e-06
326.1248,1.673858e-06
329.1325,1.696528e-06
332.1215,1.719172e-06
335.1277,1.742066e-06
338.1727,1.765413e-06
341.1768,1.78859e-06
344.166,1.811666e-06
347.1742,1.835062e-06
350.1625,1.858494e-06
353.226,1.882849e-06
356.2157,1.906603e-06
359.2231,1.930641e-06
362.2306,1.954797e-06
365.2208,1.978968e-06
368.2638,2.003818e-06
371.2731,2.028496e-06
374.2784,2.053277e-06
377.2679,2.077999e-06
380.2768,2.103135e-06
383.3216,2.128852e-06
386.3284,2.154289e-06
389.3206,2.17979e-06
392.3262,2.205491e-06
395.3157,2.231271e-06
398.3823,2.257854e-06
401.3701,2.283897e-06
404.3786,2.310399e-06
407.386,2.337068e-06
410.3757,2.363617e-06
413.4208,2.39076e-06
416.4245,2.417873e-06
419.4335,2.445293e-06
422.4231,2.472577e-06
425.4316,2.500092e-06
428.4754,2.528289e-06
431.4839,2.556216e-06
434.4744,2.584219e-06
437.4823,2.612546e-06
440.4717,2.640887e-06
443.5347,2.670138e-06
446.5247,2.698778e-06
449.5312,2.727893e-06
452.5394,2.757338e-06
455.5303,2.786652e-06
458.5731,2.816506e-06
461.5823,2.846238e-06
464.5891,2.87626e-06
467.5783,2.906179e-06
470.5852,2.936711e-06
473.6307,2.967856e-06
476.6378,2.998843e-06
479.629,3.029344e-06
482.6349,3.060414e-06
485.6429,3.091842e-06
488.6873,3.123765e-06
491.6733,3.155217e-06
494.6802,3.187673e-06
497.6866,3.219973e-06
500.6763,3.252003e-06
503.7202,3.284839e-06
506.728,3.31768e-06
509.7347,3.350898e-06
512.7255,3.384029e-06
515.7315,3.417454e-06
518.7773,3.451614e-06
521.7837,3.485346e-06
524.7734,3.519514e-06
527.7812,3.554243e-06
530.7899,3.589067e-06
533.834,3.624311e-06
536.8237,3.658905e-06
539.8323,3.69453e-06
542.8419,3.730413e-06
545.831,3.766206e-06
548.8765,3.804955e-06
551.8849,3.839171e-06
554.8925,3.875779e-06
557.8817,3.912535e-06
560.891,3.949972e-06
563.9349,3.987836e-06
566.9404,4.025925e-06
569.9312,4.064516e-06
572.9376,4.103048e-06
575.9457,4.141739e-06
578.9921,4.1805e-06
581.9814,4.220098e-06
584.9898,4.260595e-06
587.9993,4.300729e-06
590.9899,4.340944e-06
594.0338,4.382679e-06
597.0428,4.424245e-06
600.0509,4.466115e-06
